model,variant,split,metric,k,value,n_users,n_ratings,seed,run_id,timestamp,history
mf_ranking,history=5,test,rmse,,1.036410799751422,200,5081,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,mae,,0.8209357505879915,200,5081,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,precision_at_k,5.0,0.028426395939086302,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,recall_at_k,5.0,0.011710033311102864,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,coverage,5.0,0.02385557704706641,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,mean_popularity,5.0,140.9482233502538,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,popularity_percentile,5.0,0.9219629932863928,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,gini,5.0,0.9934353798269988,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,precision_at_k,10.0,0.02487309644670051,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,recall_at_k,10.0,0.0180373729396031,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,coverage,10.0,0.037395228884590584,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,mean_popularity,10.0,135.43147208121826,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,popularity_percentile,10.0,0.9093374815785165,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,gini,10.0,0.9875122321606823,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,precision_at_k,20.0,0.022588832487309647,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,recall_at_k,20.0,0.037562638616292617,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,coverage,20.0,0.048355899419729204,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,mean_popularity,20.0,120.07994923857868,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,popularity_percentile,20.0,0.8812272801702965,197,0,20260903,20260908T113236,1788847498,5
mf_ranking,history=5,test,gini,20.0,0.9797955797307779,197,0,20260903,20260908T113236,1788847498,5
global_mean,history=10,test,rmse,,1.2078333015383447,200,5081,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,mae,,0.9966677053010526,200,5081,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,precision_at_k,5.0,0.019289340101522848,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,recall_at_k,5.0,0.006858401649323616,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,coverage,5.0,0.004510309278350515,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,mean_popularity,5.0,105.12791878172588,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,popularity_percentile,5.0,0.8290168124707491,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,gini,5.0,0.9967142445967868,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,precision_at_k,10.0,0.022335025380710662,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,recall_at_k,10.0,0.02056042989838101,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,coverage,10.0,0.008376288659793814,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,mean_popularity,10.0,117.50050761421319,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,popularity_percentile,10.0,0.843501981691851,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,gini,10.0,0.9934670835731854,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,precision_at_k,20.0,0.0200507614213198,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,recall_at_k,20.0,0.036847350796105086,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,coverage,20.0,0.014819587628865979,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,mean_popularity,20.0,102.27335025380711,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,popularity_percentile,20.0,0.8160371399490094,197,0,20260903,20260908T113236,1788847498,10
global_mean,history=10,test,gini,20.0,0.9869753780940917,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,rmse,,1.141503415662658,200,5081,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,mae,,0.9223082772416135,200,5081,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,precision_at_k,5.0,0.019289340101522848,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,recall_at_k,5.0,0.006858401649323616,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,coverage,5.0,0.004510309278350515,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,mean_popularity,5.0,105.12791878172588,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,popularity_percentile,5.0,0.8290168124707491,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,gini,5.0,0.9967142445967868,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,precision_at_k,10.0,0.022335025380710662,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,recall_at_k,10.0,0.02056042989838101,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,coverage,10.0,0.008376288659793814,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,mean_popularity,10.0,117.50050761421319,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,popularity_percentile,10.0,0.843501981691851,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,gini,10.0,0.9934670835731854,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,precision_at_k,20.0,0.0200507614213198,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,recall_at_k,20.0,0.036847350796105086,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,coverage,20.0,0.014819587628865979,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,mean_popularity,20.0,102.27335025380711,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,popularity_percentile,20.0,0.8160371399490094,197,0,20260903,20260908T113236,1788847498,10
user_mean,history=10,test,gini,20.0,0.9869753780940917,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,rmse,,1.0755381202818342,200,5081,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,mae,,0.8602215485574259,200,5081,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,precision_at_k,5.0,0.024365482233502538,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,recall_at_k,5.0,0.009943211083734676,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,coverage,5.0,0.004510309278350515,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,mean_popularity,5.0,139.19187817258884,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,popularity_percentile,5.0,0.9268767161844168,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,gini,5.0,0.9966985451881313,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,precision_at_k,10.0,0.029441624365482238,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,recall_at_k,10.0,0.022893033612080907,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,coverage,10.0,0.00902061855670103,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,mean_popularity,10.0,173.54416243654822,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,popularity_percentile,10.0,0.9467401087230441,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,gini,10.0,0.9933970903762624,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,precision_at_k,20.0,0.025634517766497462,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,recall_at_k,20.0,0.039469634371693825,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,coverage,20.0,0.015463917525773196,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,mean_popularity,20.0,149.5705583756345,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,popularity_percentile,20.0,0.9206689969137319,197,0,20260903,20260908T113236,1788847498,10
item_mean,history=10,test,gini,20.0,0.9868854335653358,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,rmse,,1.2078333015383447,200,5081,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,mae,,0.9966677053010526,200,5081,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,precision_at_k,5.0,0.050761421319796954,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,recall_at_k,5.0,0.02143913735155029,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,coverage,5.0,0.005154639175257732,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,mean_popularity,5.0,359.73908629441627,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,popularity_percentile,5.0,0.9986025063247226,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,gini,5.0,0.9966449055418912,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,precision_at_k,10.0,0.042131979695431476,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,recall_at_k,10.0,0.0366613562934247,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,coverage,10.0,0.00902061855670103,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,mean_popularity,10.0,334.3,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,popularity_percentile,10.0,0.9969425325727301,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,gini,10.0,0.993373541263279,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,precision_at_k,20.0,0.04365482233502538,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,recall_at_k,20.0,0.08620892850923123,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,coverage,20.0,0.01610824742268041,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,mean_popularity,20.0,286.03299492385787,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,popularity_percentile,20.0,0.9935908387253025,197,0,20260903,20260908T113236,1788847498,10
most_popular,history=10,test,gini,20.0,0.9867268041237114,197,0,20260903,20260908T113236,1788847498,10
content,history=10,test,rmse,,1.1612433705963596,200,5081,20260903,20260908T113236,1788847499,10
content,history=10,test,mae,,0.9231459158169908,200,5081,20260903,20260908T113236,1788847499,10
content,history=10,test,precision_at_k,5.0,0.022335025380710662,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,recall_at_k,5.0,0.007458185186168381,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,coverage,5.0,0.2712628865979381,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,mean_popularity,5.0,50.111675126903556,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,popularity_percentile,5.0,0.5924692436842777,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,gini,5.0,0.8339061437019205,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,precision_at_k,10.0,0.018781725888324875,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,recall_at_k,10.0,0.012957873192573187,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,coverage,10.0,0.39884020618556704,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,mean_popularity,10.0,49.53096446700508,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,popularity_percentile,10.0,0.595531620339915,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,gini,10.0,0.7822197655554974,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,precision_at_k,20.0,0.014213197969543146,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,recall_at_k,20.0,0.01923305290436947,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,coverage,20.0,0.5277061855670103,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,mean_popularity,20.0,47.774365482233506,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,popularity_percentile,20.0,0.5854860299724756,197,0,20260903,20260908T113236,1788847499,10
content,history=10,test,gini,20.0,0.7328176513684651,197,0,20260903,20260908T113236,1788847499,10
item_knn,history=10,test,rmse,,1.0948850913815225,200,5081,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,mae,,0.854700380830245,200,5081,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,precision_at_k,5.0,0.02030456852791878,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,recall_at_k,5.0,0.005631214208612939,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,coverage,5.0,0.17268041237113402,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,mean_popularity,5.0,84.98172588832487,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,popularity_percentile,5.0,0.6981727852016221,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,gini,5.0,0.9201835522528652,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,precision_at_k,10.0,0.019796954314720814,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,recall_at_k,10.0,0.01476370007482529,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,coverage,10.0,0.2847938144329897,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,mean_popularity,10.0,80.68527918781726,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,popularity_percentile,10.0,0.6851980219082497,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,gini,10.0,0.8826083259197237,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,precision_at_k,20.0,0.015736040609137057,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,recall_at_k,20.0,0.02279367192317503,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,coverage,20.0,0.4323453608247423,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,mean_popularity,20.0,77.93324873096446,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,popularity_percentile,20.0,0.6797139228989322,197,0,20260903,20260908T113236,1788847502,10
item_knn,history=10,test,gini,20.0,0.835685082945209,197,0,20260903,20260908T113236,1788847502,10
item_knn_ranking,history=10,test,rmse,,1.154911489083266,200,5081,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,mae,,0.9082217586697048,200,5081,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,precision_at_k,5.0,0.027411167512690356,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,recall_at_k,5.0,0.010800132255682299,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,coverage,5.0,0.1713917525773196,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,mean_popularity,5.0,123.0497461928934,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,popularity_percentile,5.0,0.8255816617410742,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,gini,5.0,0.9329968862839499,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,precision_at_k,10.0,0.019289340101522844,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,recall_at_k,10.0,0.014677816766983392,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,coverage,10.0,0.2802835051546392,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,mean_popularity,10.0,112.61878172588833,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,popularity_percentile,10.0,0.788844924021509,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,gini,10.0,0.8971060756711497,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,precision_at_k,20.0,0.021319796954314723,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,recall_at_k,20.0,0.0327794202499703,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,coverage,20.0,0.4271907216494845,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,mean_popularity,20.0,100.98401015228427,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,popularity_percentile,20.0,0.7617656203464606,197,0,20260903,20260908T113236,1788847505,10
item_knn_ranking,history=10,test,gini,20.0,0.8560962766235806,197,0,20260903,20260908T113236,1788847505,10
mf,history=10,test,rmse,,1.0275031729051258,200,5081,20260903,20260908T113236,1788847529,10
mf,history=10,test,mae,,0.8074946835788115,200,5081,20260903,20260908T113236,1788847529,10
mf,history=10,test,precision_at_k,5.0,0.02436548223350254,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,recall_at_k,5.0,0.009933928905963793,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,coverage,5.0,0.035438144329896906,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,mean_popularity,5.0,110.01218274111675,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,popularity_percentile,5.0,0.7549895760717663,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,gini,5.0,0.9910833900256424,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,precision_at_k,10.0,0.02030456852791878,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,recall_at_k,10.0,0.016826037742682962,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,coverage,10.0,0.05798969072164949,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,mean_popularity,10.0,109.01522842639594,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,popularity_percentile,10.0,0.7633431190618792,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,gini,10.0,0.9846904599926736,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,precision_at_k,20.0,0.01979695431472081,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,recall_at_k,20.0,0.03003216967484639,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,coverage,20.0,0.09536082474226804,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,mean_popularity,20.0,102.14187817258883,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,popularity_percentile,20.0,0.7541322611578578,197,0,20260903,20260908T113236,1788847529,10
mf,history=10,test,gini,20.0,0.974680124548642,197,0,20260903,20260908T113236,1788847529,10
mf_ranking,history=10,test,rmse,,1.0253309500297083,200,5081,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,mae,,0.8086563524914337,200,5081,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,precision_at_k,5.0,0.03248730964467005,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,recall_at_k,5.0,0.013178969443371335,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,coverage,5.0,0.029639175257731958,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,mean_popularity,5.0,145.8467005076142,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,popularity_percentile,5.0,0.9243376632727534,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,gini,5.0,0.9925172693495211,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,precision_at_k,10.0,0.02690355329949239,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,recall_at_k,10.0,0.02080467527637081,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,coverage,10.0,0.04445876288659794,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,mean_popularity,10.0,139.18324873096446,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,popularity_percentile,10.0,0.9113105348767947,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,gini,10.0,0.9863042283740646,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,precision_at_k,20.0,0.023857868020304564,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,recall_at_k,20.0,0.03660910465813041,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,coverage,20.0,0.059278350515463915,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,mean_popularity,20.0,123.5766497461929,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,popularity_percentile,20.0,0.8833771891067494,197,0,20260903,20260908T113236,1788847546,10
mf_ranking,history=10,test,gini,20.0,0.9789032654770004,197,0,20260903,20260908T113236,1788847546,10
global_mean,history=20,test,rmse,,1.2086176546667111,200,5081,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,mae,,0.996818774683966,200,5081,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,precision_at_k,5.0,0.019289340101522848,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,recall_at_k,5.0,0.006858401649323616,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,coverage,5.0,0.0045045045045045045,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,mean_popularity,5.0,105.92182741116751,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,popularity_percentile,5.0,0.8215832464429416,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,gini,5.0,0.9966466103521942,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,precision_at_k,10.0,0.02284263959390863,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,recall_at_k,10.0,0.02102189736492462,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,coverage,10.0,0.009009009009009009,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,mean_popularity,10.0,121.24365482233503,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,popularity_percentile,10.0,0.845218522525585,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,gini,10.0,0.9933480979166258,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,precision_at_k,20.0,0.0200507614213198,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,recall_at_k,20.0,0.036847350796105086,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,coverage,20.0,0.016087516087516088,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,mean_popularity,20.0,104.73096446700508,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,popularity_percentile,20.0,0.8160973847898778,197,0,20260903,20260908T113236,1788847546,20
global_mean,history=20,test,gini,20.0,0.9868085634583097,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,rmse,,1.12729612026786,200,5081,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,mae,,0.9039410396276947,200,5081,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,precision_at_k,5.0,0.019289340101522848,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,recall_at_k,5.0,0.006858401649323616,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,coverage,5.0,0.0045045045045045045,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,mean_popularity,5.0,105.92182741116751,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,popularity_percentile,5.0,0.8215832464429416,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,gini,5.0,0.9966466103521942,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,precision_at_k,10.0,0.02284263959390863,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,recall_at_k,10.0,0.02102189736492462,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,coverage,10.0,0.009009009009009009,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,mean_popularity,10.0,121.24365482233503,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,popularity_percentile,10.0,0.845218522525585,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,gini,10.0,0.9933480979166258,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,precision_at_k,20.0,0.0200507614213198,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,recall_at_k,20.0,0.036847350796105086,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,coverage,20.0,0.016087516087516088,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,mean_popularity,20.0,104.73096446700508,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,popularity_percentile,20.0,0.8160973847898778,197,0,20260903,20260908T113236,1788847546,20
user_mean,history=20,test,gini,20.0,0.9868085634583097,197,0,20260903,20260908T113236,1788847546,20
item_mean,history=20,test,rmse,,1.0751866610937681,200,5081,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,mae,,0.859051005712661,200,5081,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,precision_at_k,5.0,0.024365482233502538,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,recall_at_k,5.0,0.009943211083734676,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,coverage,5.0,0.005148005148005148,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,mean_popularity,5.0,142.26497461928935,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,popularity_percentile,5.0,0.9257824221009933,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,gini,5.0,0.9966479169524854,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,precision_at_k,10.0,0.029949238578680204,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,recall_at_k,10.0,0.02321029249532964,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,coverage,10.0,0.009652509652509652,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,mean_popularity,10.0,173.17664974619288,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,popularity_percentile,10.0,0.939955743100794,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,gini,10.0,0.9932612089972496,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,precision_at_k,20.0,0.027411167512690356,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,recall_at_k,20.0,0.041833767147889896,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,coverage,20.0,0.017374517374517374,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,mean_popularity,20.0,157.0444162436548,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,popularity_percentile,20.0,0.9294950660421454,197,0,20260903,20260908T113236,1788847547,20
item_mean,history=20,test,gini,20.0,0.9866129000646767,197,0,20260903,20260908T113236,1788847547,20
most_popular,history=20,test,rmse,,1.2086176546667111,200,5081,20260903,20260908T113236,1788847547,20
most_popular,history=20,test,mae,,0.996818774683966,200,5081,20260903,20260908T113236,1788847547,20
most_popular,history=20,test,precision_at_k,5.0,0.050761421319796954,197,0,20260903,20260908T113236,1788847547,20
most_popular,history=20,test,recall_at_k,5.0,0.02143913735155029,197,0,20260903,20260908T113236,1788847547,20
most_popular,history=20,test,coverage,5.0,0.007722007722007722,197,0,20260903,20260908T113236,1788847547,20
most_popular,history=20,test,mean_popularity,5.0,367.10253807106596,197,0,20260903,20260908T113236,1788847547,20
most_popular,history=20,test,popularity_percentile,5.0,0.9984637560836893,197,0,20260903,20260908T113236,1788847547,20
most_popular,history=20,test,gini,5.0,0.9964284081035351,197,0,20260903,20260908T113236,1788847547,20
most_popular,history=20,test,precision_at_k,10.0,0.04517766497461928,197,0,20260903,20260908T113236,1788847547,20
most_popular,history=20,test,recall_at_k,10.0,0.04280960239389535,197,0,20260903,20260908T113236,1788847547,20
